编号,性别,年龄,参数1,参数2,参数3,入股时间,参数4,股票,参数5,参数6
284128,Male,17,1,35,1,< 1 Year,Yes,23362,1064,5083
350623,Male,32,1,58,0,1-2 Year,Yes,18583,182,2873
416489,Male,19,1,40,1,< 1 Year,No,26678,1064,765
551440,Male,43,1,35,0,1-2 Year,Yes,18672,413,306
605526,Female,18,1,43,1,< 1 Year,No,15422,1064,1462
484019,Male,16,1,43,1,< 1 Year,No,1315,1064,4046
517359,Female,14,1,40,1,< 1 Year,No,16231,1064,3417
700754,Female,35,1,46,0,1-2 Year,Yes,15082.5,868,1768
312060,Male,36,1,53,0,1-2 Year,Yes,12767.5,868,595
603486,Male,19,1,47,1,< 1 Year,No,1315,1064,4216
681071,Female,34,1,35,0,1-2 Year,Yes,21279,182,4386
558750,Female,22,1,35,0,1-2 Year,Yes,13090.5,1085,1836
460875,Female,52,1,15,0,1-2 Year,Yes,1315,1064,2176
617641,Male,15,1,40,1,< 1 Year,No,16403,1064,4692
698304,Female,17,1,57,1,< 1 Year,No,11221,1064,1190
540950,Male,20,1,48,1,< 1 Year,No,16338,1064,1496
679452,Female,21,1,57,1,< 1 Year,No,1315,182,4726
507678,Female,15,1,47,0,< 1 Year,Yes,1315,1064,3383
334096,Female,34,1,16,0,1-2 Year,No,1315,182,4267
698277,Female,54,1,35,1,1-2 Year,No,19816.5,868,2822
548127,Male,15,1,52,1,< 1 Year,No,13453.5,1064,4148
561215,Male,40,1,36,1,1-2 Year,No,17656,868,1462
400788,Male,14,1,54,0,< 1 Year,Yes,18222.5,1120,663
318650,Female,47,1,31,0,1-2 Year,Yes,14888.5,868,3740
442403,Female,60,1,53,0,1-2 Year,No,17486,77,3910
708067,Female,19,1,35,1,< 1 Year,No,24797,1064,4743
469335,Female,18,1,43,0,< 1 Year,Yes,1315,1064,3604
570604,Male,35,1,10,1,1-2 Year,No,19097.5,868,3757
588034,Female,23,1,35,1,< 1 Year,No,1315,1064,2941
437040,Male,36,1,35,0,1-2 Year,Yes,15406,182,2873
296060,Female,67,1,52,0,1-2 Year,Yes,1315,868,1377
601020,Male,37,1,35,0,1-2 Year,Yes,1315,182,4114
492419,Male,45,1,15,1,1-2 Year,No,17382.5,182,2533
325437,Male,61,1,35,0,1-2 Year,No,18824.5,868,2125
703215,Male,37,1,40,0,1-2 Year,Yes,1315,182,1241
248890,Male,16,1,44,0,< 1 Year,Yes,12230,1064,2108
490974,Female,18,1,31,0,< 1 Year,No,11046,1064,2618
464176,Male,14,1,48,0,< 1 Year,Yes,1315,1120,1037
488449,Female,17,1,36,1,< 1 Year,No,22633,1064,1054
308586,Female,33,1,35,1,1-2 Year,No,13870.5,1064,3893
682910,Male,54,1,35,0,> 2 Years,Yes,1315,1141,3043
371066,Male,55,1,57,1,1-2 Year,No,15277,56,4335
639913,Female,22,1,35,1,< 1 Year,No,19037,1064,1836
556402,Male,18,1,37,0,< 1 Year,Yes,14825,1064,1530
595266,Male,18,1,53,1,< 1 Year,No,12957.5,1064,1105
241497,Female,17,1,25,1,< 1 Year,No,13857,1064,1989
453888,Male,39,1,15,0,1-2 Year,Yes,18232,182,4233
383899,Female,35,1,35,0,1-2 Year,Yes,23988,182,170
637523,Female,18,1,53,1,< 1 Year,No,9912,1064,4114
626338,Male,14,1,15,1,< 1 Year,No,25301.5,1120,2941
317414,Male,35,1,35,0,1-2 Year,Yes,15187,1078,4794
480564,Female,38,1,35,0,1-2 Year,Yes,21266.5,868,782
446781,Male,17,1,57,1,< 1 Year,No,18864.5,1064,2125
491866,Female,20,1,53,1,< 1 Year,No,17456,1064,3655
631929,Female,16,1,46,1,< 1 Year,No,15772.5,1064,969
672559,Female,18,1,16,1,< 1 Year,No,14240.5,1064,1394
261139,Male,43,1,35,1,1-2 Year,No,12778.5,1064,986
398905,Female,51,1,22,0,1-2 Year,Yes,18930.5,868,952
469214,Female,21,1,29,1,< 1 Year,No,10304,1064,2720
313076,Female,37,1,35,0,1-2 Year,Yes,12128,182,1921
333800,Female,24,1,22,0,< 1 Year,No,1315,1092,2074
275852,Male,14,1,33,0,< 1 Year,Yes,1315,1064,4539
436345,Female,14,1,57,1,< 1 Year,No,16810,1120,1989
501538,Male,44,1,33,0,1-2 Year,Yes,1315,1092,4063
519546,Male,42,1,35,0,1-2 Year,Yes,16817.5,868,4539
538972,Male,13,1,22,0,< 1 Year,Yes,1315,1106,4556
219200,Female,14,1,53,1,1-2 Year,No,1315,1092,3570
390045,Male,31,1,53,1,1-2 Year,No,13880,868,323
356718,Female,29,1,48,0,1-2 Year,No,25646.5,868,1122
247035,Male,16,1,57,1,< 1 Year,No,19100.5,1064,3689
327460,Female,14,1,57,1,< 1 Year,No,1315,1064,1241
695891,Male,18,1,18,1,< 1 Year,No,1315,1064,4318
317803,Female,16,1,36,1,< 1 Year,No,16370,1064,1836
589090,Male,57,1,42,0,> 2 Years,Yes,21048.5,182,2125
396822,Female,17,1,25,1,< 1 Year,No,22750,1064,4896
373012,Male,24,1,54,1,1-2 Year,No,15204,182,459
424324,Female,54,1,35,0,> 2 Years,Yes,17031,868,4471
322538,Male,19,1,48,1,< 1 Year,No,10342.5,1064,2023
429593,Female,16,1,45,0,< 1 Year,Yes,1315,1092,3332
588690,Male,17,1,15,1,< 1 Year,No,19108.5,1064,3247
509071,Male,52,1,15,0,1-2 Year,No,21640,182,969
355255,Female,53,1,35,0,> 2 Years,Yes,37285.5,182,1020
408512,Male,32,1,48,0,1-2 Year,Yes,18878,182,4913
438587,Female,25,1,46,0,1-2 Year,Yes,1315,1099,2601
412462,Female,16,1,48,0,< 1 Year,Yes,16999.5,1064,2975
423068,Male,16,1,18,1,1-2 Year,Yes,28320,1099,5049
604138,Female,22,1,15,0,1-2 Year,Yes,16493,182,3417
477552,Female,16,1,40,1,< 1 Year,No,13093.5,1064,2924
292740,Female,49,1,36,1,1-2 Year,No,15883.5,1099,3757
353299,Female,30,1,35,0,1-2 Year,Yes,20523,182,3740
680867,Male,22,1,19,0,1-2 Year,Yes,1315,1099,1853
484356,Male,35,1,35,0,1-2 Year,Yes,19806.5,427,1258
510856,Male,16,1,9,0,< 1 Year,Yes,10873,1064,3910
500902,Male,29,1,35,0,1-2 Year,Yes,1315,868,3468
313303,Female,16,1,10,1,< 1 Year,No,18316,1064,2822
473909,Female,21,1,53,1,< 1 Year,No,18943.5,1064,476
517259,Female,16,1,53,1,< 1 Year,No,13529.5,182,3740
248064,Male,63,1,35,1,1-2 Year,No,21572,868,1581
355257,Female,21,1,52,1,< 1 Year,No,1315,182,4658
256231,Female,25,1,37,1,< 1 Year,No,13106.5,1064,3298
254348,Female,39,1,35,1,1-2 Year,No,13235,868,2856
464206,Female,15,1,15,1,< 1 Year,No,29034,1064,4216
512852,Male,17,1,48,0,< 1 Year,Yes,15013,1064,3740
389769,Male,19,1,35,0,< 1 Year,Yes,15958.5,1057,4913
311001,Male,39,1,24,0,1-2 Year,Yes,24286,868,2856
328138,Male,37,1,14,0,1-2 Year,Yes,28191.5,868,4182
694937,Male,44,1,48,0,1-2 Year,Yes,11087,182,4624
267794,Female,17,1,19,1,< 1 Year,No,17042.5,1064,748
246140,Male,26,1,37,1,< 1 Year,No,11272,1064,4862
531999,Male,68,1,53,1,1-2 Year,Yes,11767.5,182,459
489746,Male,47,1,24,0,1-2 Year,Yes,16099.5,868,204
644007,Female,16,1,19,1,< 1 Year,No,12300.5,1064,5015
602389,Female,18,1,10,1,< 1 Year,No,10256,182,1768
260100,Male,44,1,35,1,1-2 Year,Yes,24415.5,182,1819
515019,Female,44,1,35,0,1-2 Year,Yes,25996.5,182,493
638513,Female,36,1,35,0,1-2 Year,Yes,15647.5,868,238
566595,Female,63,1,35,1,1-2 Year,No,26021.5,854,2142
617818,Female,41,1,45,0,1-2 Year,Yes,14719.5,182,1139
628160,Male,16,1,40,1,< 1 Year,No,22557,1064,391
266525,Female,41,1,35,0,> 2 Years,Yes,22677,175,561
463117,Female,35,1,40,0,1-2 Year,Yes,13774.5,868,3094
512595,Male,15,1,43,0,< 1 Year,Yes,17032.5,1064,2193
426044,Male,67,1,54,0,1-2 Year,Yes,14954.5,854,3468
580844,Female,37,1,35,0,1-2 Year,Yes,18151.5,182,340
203872,Female,35,1,32,0,1-2 Year,Yes,20812,1064,3094
421849,Female,70,1,35,0,> 2 Years,Yes,22512.5,182,3043
371501,Male,61,1,35,0,1-2 Year,No,13780,182,323
410397,Male,15,1,10,1,< 1 Year,No,11209.5,1064,3774
209985,Female,16,1,23,0,< 1 Year,Yes,12492.5,1064,2193
233957,Male,37,1,35,1,1-2 Year,No,13650,182,1292
508007,Female,25,1,28,1,< 1 Year,No,16438.5,1064,2822
549373,Female,27,1,35,1,1-2 Year,No,12196,91,1564
579789,Male,54,1,35,1,1-2 Year,No,13634,1078,2873
619726,Male,37,1,35,0,1-2 Year,Yes,14489,182,1275
391589,Male,15,1,42,0,1-2 Year,Yes,1315,1085,3655
582574,Female,17,1,41,1,< 1 Year,No,15609.5,1064,527
447494,Male,41,1,49,0,1-2 Year,Yes,13353.5,868,3162
448984,Male,45,1,57,0,1-2 Year,Yes,18229.5,868,4522
366700,Female,45,1,45,0,1-2 Year,Yes,14097,182,1904
320539,Female,19,1,53,1,< 1 Year,No,14860.5,1120,2329
419980,Male,30,1,9,1,1-2 Year,No,1315,182,2754
567589,Male,66,1,27,0,> 2 Years,Yes,1315,182,3468
227781,Male,21,1,35,1,< 1 Year,No,15891,1064,3757
273974,Male,24,1,15,1,< 1 Year,No,18131.5,1064,4063
252752,Female,15,1,53,1,< 1 Year,No,14024.5,1064,4828
653793,Female,39,1,15,0,1-2 Year,Yes,30728.5,182,2159
535793,Male,17,1,12,1,< 1 Year,No,15624,1064,1462
471055,Female,30,1,53,0,1-2 Year,Yes,12601,868,2822
484853,Male,18,1,35,0,< 1 Year,Yes,16147,1064,2227
609604,Male,37,1,48,0,1-2 Year,Yes,12843.5,182,4199
482895,Female,16,1,35,0,< 1 Year,Yes,22137.5,1064,4930
266927,Male,19,1,23,1,< 1 Year,No,13486,1064,1054
258415,Female,37,1,35,0,1-2 Year,Yes,24502.5,182,187
268523,Male,16,1,48,1,< 1 Year,No,14877.5,1064,2754
452882,Male,16,1,17,1,< 1 Year,No,15419.5,1064,2482
416887,Male,45,1,36,0,1-2 Year,No,1315,182,2329
466415,Female,35,1,45,1,1-2 Year,No,15435,182,2720
373658,Male,13,1,42,0,< 1 Year,Yes,32550.5,1120,2193
445974,Female,16,1,18,1,< 1 Year,No,17330,1064,1938
337113,Male,52,1,10,0,1-2 Year,Yes,1315,182,1207
542194,Female,33,1,35,0,1-2 Year,Yes,21569,840,2023
657954,Female,36,1,35,0,1-2 Year,Yes,16767.5,182,595
433692,Male,16,1,56,0,< 1 Year,Yes,15269,1064,3842
567154,Female,20,1,36,1,< 1 Year,No,18641.5,1064,2669
328271,Female,24,1,42,1,< 1 Year,No,14531,1064,476
486128,Male,45,1,32,0,1-2 Year,Yes,13922.5,1064,4369
677928,Male,31,1,35,0,1-2 Year,Yes,33124.5,182,4998
548350,Male,22,1,35,0,< 1 Year,Yes,11415.5,868,2805
708893,Female,18,1,36,1,< 1 Year,No,23803.5,1064,2584
604705,Female,21,1,22,1,< 1 Year,No,20649,1064,2261
263376,Male,36,1,35,0,1-2 Year,Yes,16933,868,1360
529447,Female,20,1,46,1,< 1 Year,No,1315,1064,4624
448914,Male,21,1,35,0,1-2 Year,Yes,21116.5,1078,3893
279062,Female,19,1,28,1,< 1 Year,No,1315,1064,1173
654843,Male,66,1,57,1,1-2 Year,Yes,18601,56,2397
333112,Male,18,1,44,0,< 1 Year,No,20900.5,1071,238
582999,Male,33,1,35,0,1-2 Year,Yes,16881,49,1887
202102,Male,35,1,52,0,1-2 Year,No,14379.5,175,1734
666460,Female,52,1,35,0,> 2 Years,Yes,19529.5,182,1649
708774,Male,37,1,35,0,> 2 Years,Yes,27596.5,182,3094
332508,Female,18,1,36,1,< 1 Year,No,17104.5,1064,4165
410169,Male,43,1,36,0,1-2 Year,Yes,15388,868,3077
220493,Male,17,1,25,1,< 1 Year,No,14625,1064,3791
664202,Female,21,1,22,1,< 1 Year,No,15087.5,1064,3927
310198,Female,37,1,35,0,1-2 Year,Yes,10569,854,1751
484785,Female,15,1,57,1,< 1 Year,No,10763,1064,1887
544682,Female,27,1,36,0,1-2 Year,Yes,17997,182,544
479870,Male,21,1,14,1,< 1 Year,No,15416,1064,1054
552255,Male,50,1,11,0,1-2 Year,Yes,17622.5,868,2941
463261,Female,13,1,12,0,< 1 Year,Yes,10736.5,1120,3978
641793,Female,16,1,39,1,< 1 Year,No,18354,1120,2193
692523,Female,21,1,37,1,< 1 Year,No,18308,1064,1513
706574,Female,31,1,35,0,1-2 Year,Yes,18716,868,4369
283767,Female,16,1,50,1,< 1 Year,No,23106.5,1064,2652
473206,Male,15,1,32,0,< 1 Year,Yes,10276,1064,3740
522955,Male,56,1,35,1,1-2 Year,No,24571,868,1836
256656,Female,16,1,53,1,< 1 Year,No,18273.5,1064,1207
376616,Male,56,1,26,0,1-2 Year,Yes,14775,868,1513
423621,Male,40,1,43,0,1-2 Year,Yes,1315,868,867
578600,Female,18,1,17,1,< 1 Year,No,14285.5,1064,4964
386982,Female,18,1,18,1,< 1 Year,No,12759,1064,4199
406988,Male,30,1,45,1,1-2 Year,No,1315,868,4828
596399,Female,44,1,35,1,1-2 Year,No,19840,868,3043
422238,Male,15,1,52,1,< 1 Year,No,16617.5,1064,4624
283867,Male,22,1,44,0,1-2 Year,Yes,16993.5,868,3689
578350,Female,17,1,21,0,< 1 Year,No,1315,1064,4029
699743,Male,35,1,35,0,> 2 Years,Yes,21243,217,3774
341757,Female,14,1,15,0,< 1 Year,Yes,15862,1064,1496
704107,Female,44,1,35,0,1-2 Year,Yes,21006.5,182,4556
482073,Male,34,1,35,0,1-2 Year,Yes,23573,868,612
354016,Male,52,1,35,0,> 2 Years,Yes,34864,854,5066
328469,Male,35,1,35,0,1-2 Year,Yes,34725.5,868,2295
523792,Male,15,1,10,1,< 1 Year,No,12460,1064,3774
261579,Female,17,1,54,0,< 1 Year,Yes,17392,1057,2244
614789,Female,21,1,44,1,< 1 Year,No,1315,1064,4641
218708,Male,14,1,53,1,< 1 Year,No,11817,1064,1462
601272,Male,48,1,22,1,1-2 Year,No,24488,98,4080
305432,Female,14,1,34,0,< 1 Year,Yes,16641.5,1120,3213
229911,Male,22,1,13,0,< 1 Year,Yes,10484.5,1064,2346
358424,Female,18,1,36,1,< 1 Year,No,14113.5,1064,2703
596377,Female,18,1,37,1,< 1 Year,No,16115,1064,3842
619555,Male,15,1,40,1,< 1 Year,No,14149,1064,2261
227406,Female,47,1,35,0,1-2 Year,Yes,27996,182,3213
348986,Female,13,1,10,0,< 1 Year,Yes,17693.5,1120,918
500779,Female,20,1,44,0,< 1 Year,Yes,22427,1064,4624
442876,Male,37,1,45,0,1-2 Year,Yes,1315,1092,459
220287,Female,30,1,37,0,1-2 Year,Yes,13696.5,1064,5032
466502,Male,15,1,56,0,< 1 Year,Yes,16207,1064,2448
604320,Male,15,1,33,1,< 1 Year,No,17617,1064,2380
208987,Male,62,1,53,0,1-2 Year,Yes,1315,182,1479
563257,Male,18,1,21,1,< 1 Year,No,16161,1064,204
455257,Female,14,1,34,0,< 1 Year,No,11258,1064,4573
557773,Male,45,1,15,0,1-2 Year,Yes,15483.5,868,2992
571121,Male,37,1,35,0,> 2 Years,Yes,31144,854,3859
698467,Male,18,1,53,1,< 1 Year,No,20952.5,1064,1309
670092,Male,36,1,35,0,1-2 Year,Yes,18877,868,5032
256565,Female,16,1,53,0,< 1 Year,No,15678,1057,544
588080,Female,42,1,54,1,1-2 Year,No,9167.5,112,4182
416279,Female,17,1,22,0,< 1 Year,No,16877,1064,2193
444571,Male,48,1,18,0,> 2 Years,Yes,10416.5,868,2907
698025,Male,19,1,22,1,< 1 Year,No,23293,1064,3179
514129,Female,29,1,53,0,< 1 Year,Yes,1315,7,493
239782,Male,50,1,35,1,1-2 Year,Yes,20064.5,182,2856
613845,Male,21,1,15,1,< 1 Year,No,21282,1064,3400
364835,Male,41,1,14,0,1-2 Year,Yes,1315,182,1071
638188,Male,46,1,35,1,1-2 Year,No,21914,182,1785
337348,Female,33,1,45,1,1-2 Year,No,20058.5,182,3944
651868,Female,16,1,34,1,< 1 Year,No,8770.5,1071,255
211830,Male,58,1,35,0,1-2 Year,Yes,18190.5,182,2686
453882,Female,38,1,13,0,1-2 Year,No,17691,868,4352
270693,Male,22,1,20,0,< 1 Year,Yes,14203.5,1141,901
315155,Male,57,1,22,0,1-2 Year,Yes,19688.5,182,4182
683736,Female,16,1,16,1,< 1 Year,No,18063.5,1064,4437
330998,Male,15,1,56,0,< 1 Year,Yes,9884.5,1064,3944
322206,Female,18,1,13,1,< 1 Year,No,10161,1064,1564
490759,Male,19,1,35,1,< 1 Year,No,22149.5,1064,1122
657009,Female,22,1,35,1,< 1 Year,No,18885.5,1064,2601
597041,Male,29,1,35,0,1-2 Year,Yes,15435.5,868,4318
384068,Male,20,1,37,1,< 1 Year,No,14494,1064,4845
427907,Male,45,1,23,1,1-2 Year,No,14798.5,182,4267
491717,Female,19,1,32,1,< 1 Year,No,10603,1064,1938
498484,Female,15,1,19,1,< 1 Year,No,7960.5,1064,1003
418492,Female,33,1,15,0,1-2 Year,Yes,1315,1099,306
271366,Female,23,1,57,0,< 1 Year,Yes,14343,1064,3825
276364,Male,41,1,18,0,1-2 Year,Yes,13311,182,2499
315092,Female,21,1,57,1,< 1 Year,No,22300,1064,2380
532962,Male,20,1,15,1,< 1 Year,No,15168,1064,1938
446044,Male,46,1,35,0,1-2 Year,Yes,19198,868,459
558558,Male,47,1,40,1,1-2 Year,No,18603,1064,1802
624021,Female,14,1,10,1,< 1 Year,No,14202.5,1064,3298
431422,Male,41,1,20,0,1-2 Year,Yes,10964.5,77,2278
680550,Female,33,1,35,0,1-2 Year,Yes,17345,182,2788
634000,Male,27,1,37,0,1-2 Year,Yes,21326.5,868,4046
264554,Female,16,1,32,0,< 1 Year,Yes,18306.5,1064,1887
526516,Male,30,1,35,0,1-2 Year,Yes,19185.5,868,2822
395002,Female,17,1,37,1,< 1 Year,No,14997,1064,1003
208354,Female,21,1,17,1,< 1 Year,No,11588,1064,3672
327918,Female,15,1,35,1,< 1 Year,No,21474.5,1064,289
317613,Male,38,1,11,0,1-2 Year,Yes,12019,182,442
686469,Male,25,1,21,1,< 1 Year,No,14079.5,1064,4097
490432,Male,40,1,35,0,1-2 Year,No,20847,91,4454
486524,Female,41,1,35,0,> 2 Years,Yes,23947.5,868,4981
303779,Male,44,1,35,0,1-2 Year,Yes,18699,182,1989
471524,Female,71,1,48,0,1-2 Year,Yes,11100.5,868,4250
437051,Female,22,1,35,1,< 1 Year,No,17870,1064,4318
378643,Male,48,1,10,1,1-2 Year,No,1315,182,1258
526522,Male,36,1,50,0,1-2 Year,No,20629,182,1496
637373,Female,31,1,35,0,1-2 Year,Yes,16313,868,1292
608198,Female,20,1,52,1,< 1 Year,No,14312,1064,4709
597819,Male,37,1,20,0,1-2 Year,Yes,1315,868,2890
417008,Female,22,1,40,1,< 1 Year,No,11232,1064,646
559203,Female,16,1,35,0,< 1 Year,Yes,22435.5,1064,1428
441872,Female,18,1,15,1,< 1 Year,No,21215.5,1120,4658
562177,Male,17,1,16,1,< 1 Year,No,24198.5,1057,3536
282024,Female,13,1,52,1,< 1 Year,No,17288,1120,3145
577401,Male,34,1,15,0,1-2 Year,Yes,1315,1092,3417
381880,Female,50,1,11,0,1-2 Year,Yes,15896,1141,3859
549555,Female,20,1,37,1,< 1 Year,No,19107.5,1064,170
233899,Female,23,1,42,0,< 1 Year,Yes,10224.5,1064,3349
346287,Male,14,1,9,0,< 1 Year,Yes,12796,1064,1802
651157,Female,44,1,15,1,1-2 Year,No,15095.5,182,646
418407,Male,41,1,13,0,1-2 Year,Yes,17838,182,1071
581202,Female,18,1,48,1,< 1 Year,Yes,15966.5,1120,1819
302978,Female,16,1,39,0,< 1 Year,Yes,15710,1064,3689
657406,Male,13,1,9,1,< 1 Year,No,17179,1120,3842
596741,Male,31,1,17,0,1-2 Year,Yes,22417,868,2516
519634,Male,15,1,53,0,1-2 Year,Yes,15108,1099,1003
485870,Male,15,1,13,0,< 1 Year,Yes,12130.5,1141,4182
312649,Female,43,1,53,1,1-2 Year,No,21301.5,868,1258
587709,Female,37,1,55,1,1-2 Year,No,1315,868,2873
276227,Male,17,1,43,0,< 1 Year,No,1315,1064,1717
402649,Male,43,1,52,0,1-2 Year,Yes,14650,182,4148
530034,Female,15,1,53,0,< 1 Year,No,19362,1064,3009
319249,Male,31,1,40,0,1-2 Year,Yes,1315,1092,663
661655,Female,47,1,36,0,1-2 Year,Yes,18009,182,4607
463280,Female,36,1,35,0,1-2 Year,Yes,1315,868,4573
705165,Female,17,1,48,1,< 1 Year,No,22196.5,1064,255
481164,Male,71,1,35,0,1-2 Year,Yes,14955.5,182,3145
404905,Female,19,1,21,1,< 1 Year,No,9956,1064,2448
207721,Male,58,1,35,0,1-2 Year,Yes,15668.5,868,1105
390962,Female,23,1,57,1,< 1 Year,No,11738.5,1064,2244
227152,Female,70,1,53,0,> 2 Years,Yes,21263,210,3808
363343,Female,35,1,15,0,> 2 Years,Yes,20216,182,1003
436892,Female,35,1,35,0,1-2 Year,Yes,22119.5,854,1972
593924,Female,17,1,35,1,< 1 Year,No,23648.5,1064,1088
570997,Female,31,1,35,0,1-2 Year,Yes,16092,868,1547
419671,Male,58,1,54,1,1-2 Year,No,12921.5,182,4641
491878,Female,15,1,18,1,< 1 Year,No,13349.5,1064,4947
299695,Female,25,1,25,1,< 1 Year,No,1315,1064,2584
341602,Male,37,1,10,0,1-2 Year,Yes,14682,182,2278
494527,Male,61,1,35,0,1-2 Year,Yes,19963,182,5066
241288,Male,38,1,35,0,1-2 Year,Yes,20271,182,1037
564479,Female,38,1,35,1,1-2 Year,No,16904.5,182,170
524781,Female,31,1,48,0,1-2 Year,Yes,1315,1092,3196
255834,Male,22,1,15,1,< 1 Year,No,23512,1064,3451
637773,Female,13,1,48,1,< 1 Year,No,14509.5,1120,4284
214485,Male,22,1,37,0,< 1 Year,Yes,1315,1064,4743
453974,Male,68,1,55,0,1-2 Year,Yes,1315,826,629
368020,Male,13,1,22,0,< 1 Year,No,19721.5,1120,4913
410843,Male,18,1,37,1,< 1 Year,No,1315,1057,2941
296266,Male,27,1,11,0,1-2 Year,Yes,1315,182,646
514711,Male,46,1,35,0,1-2 Year,Yes,20997.5,385,1428
534420,Female,16,1,55,1,< 1 Year,No,1315,1120,969
273895,Female,17,1,36,1,< 1 Year,No,11531,1064,3859
546538,Male,17,1,9,1,< 1 Year,No,13532,1064,3451
629712,Female,18,1,35,1,< 1 Year,No,28551,182,4964
666953,Male,22,1,52,1,< 1 Year,No,11321,1064,952
563588,Female,52,1,53,0,1-2 Year,Yes,18689,182,3315
548349,Male,19,1,40,0,1-2 Year,Yes,1315,868,4182
403570,Female,16,1,10,1,< 1 Year,No,13893.5,1064,3978
232729,Male,19,1,43,1,< 1 Year,No,11452.5,1064,1479
344218,Female,30,1,35,0,1-2 Year,Yes,21665,868,4148
239323,Male,43,1,35,0,> 2 Years,Yes,27822.5,868,2125
421892,Female,17,1,22,0,< 1 Year,No,17212.5,1120,391
272125,Male,16,1,16,0,< 1 Year,Yes,15051,1064,4318
247269,Male,57,1,42,0,1-2 Year,Yes,21758,868,306
464896,Male,49,1,35,1,1-2 Year,No,19250.5,175,1479
219463,Female,40,1,10,1,1-2 Year,No,10860,868,1224
299665,Female,18,1,32,0,< 1 Year,Yes,12088.5,1064,4556
254112,Male,59,1,35,0,> 2 Years,Yes,14801,868,1989
597756,Male,28,1,35,0,1-2 Year,Yes,20135,1078,4879
362596,Male,60,1,35,0,1-2 Year,Yes,17649.5,182,442
396230,Female,36,1,35,0,1-2 Year,No,18395,182,969
607955,Female,19,1,18,1,< 1 Year,No,1315,1064,2805
282991,Female,55,1,43,0,1-2 Year,No,22119.5,1064,3417
340211,Male,20,1,18,0,< 1 Year,Yes,12221,1064,3247
482499,Male,17,1,35,0,< 1 Year,Yes,25461,1064,1496
616251,Male,18,1,37,1,< 1 Year,No,17552,1064,4233
212354,Male,16,1,37,0,< 1 Year,Yes,14678.5,1064,731
472960,Male,21,1,15,1,< 1 Year,No,28584.5,1064,1156
554614,Female,35,1,25,0,1-2 Year,Yes,13479.5,182,2023
390366,Male,16,1,54,1,< 1 Year,Yes,14788,1064,1581
237012,Male,29,1,35,0,1-2 Year,Yes,24796.5,182,4131
539455,Male,24,1,39,1,< 1 Year,No,1315,1064,918
321580,Male,41,1,42,0,1-2 Year,Yes,13191,868,1598
493578,Male,58,1,57,0,> 2 Years,Yes,22190,182,1785
588436,Female,16,1,37,1,< 1 Year,No,20624.5,1064,4471
204633,Male,27,1,37,1,1-2 Year,No,1315,1120,3672
345910,Female,34,1,35,1,1-2 Year,No,16074,182,884
321734,Female,16,1,15,1,< 1 Year,No,17648.5,182,3162
501655,Male,30,1,27,0,1-2 Year,Yes,1315,182,3706
687935,Male,32,1,35,0,1-2 Year,Yes,28295,182,4743
444896,Male,39,1,35,0,> 2 Years,Yes,18195.5,1099,799
210992,Female,34,1,35,0,1-2 Year,Yes,24335.5,182,3111
240095,Male,29,1,17,1,1-2 Year,No,15462.5,1064,3366
203451,Female,17,1,48,0,< 1 Year,Yes,15419,1064,1598
621507,Male,33,1,45,0,1-2 Year,Yes,14973.5,868,1309
274226,Female,25,1,15,1,< 1 Year,No,18525.5,1064,1411
276172,Female,15,1,35,1,< 1 Year,No,17834,1064,2771
645515,Male,71,1,53,1,1-2 Year,No,12264,182,4148
438518,Male,18,1,35,0,< 1 Year,No,18860,1064,459
419297,Female,70,1,35,0,1-2 Year,Yes,31631.5,868,1649
401691,Female,17,1,35,1,< 1 Year,No,22779.5,1064,2023
402025,Male,19,1,13,0,< 1 Year,Yes,22250,182,2397
397001,Male,44,1,15,0,1-2 Year,Yes,19481.5,868,1955
483706,Female,60,1,25,0,1-2 Year,Yes,18888.5,1078,3417
333609,Female,46,1,35,0,> 2 Years,Yes,35724,182,272
385116,Male,14,1,33,0,< 1 Year,No,10175.5,1064,3145
290187,Male,27,1,37,0,1-2 Year,Yes,11111,868,2771
702701,Female,48,1,54,1,1-2 Year,No,20645,868,1326
426337,Male,17,1,35,0,< 1 Year,Yes,21152.5,868,255
269352,Female,15,1,25,1,< 1 Year,No,16574,1064,561
337138,Female,21,1,57,1,< 1 Year,No,15979.5,1064,1496
463649,Female,15,1,53,1,< 1 Year,No,12279,1064,3060
225206,Female,23,1,37,1,< 1 Year,No,11579.5,1064,731
240791,Male,30,1,23,0,1-2 Year,Yes,1315,1092,901
618646,Male,17,1,36,1,< 1 Year,No,22171.5,1064,1258
582186,Female,37,1,35,0,1-2 Year,Yes,23237,868,4471
359246,Female,52,1,35,0,1-2 Year,Yes,27388.5,427,1428
264907,Female,32,1,35,1,1-2 Year,No,25808,868,2006
390780,Male,41,1,35,0,1-2 Year,Yes,27901.5,182,3332
235488,Male,17,1,13,1,< 1 Year,No,15796,1064,1632
208850,Male,41,1,35,0,> 2 Years,Yes,18578,182,323
227050,Male,69,1,15,0,1-2 Year,Yes,24229,49,2635
550427,Female,37,1,46,0,> 2 Years,Yes,1315,868,4641
501626,Female,51,1,14,0,1-2 Year,Yes,19593,868,1411
207984,Female,16,1,25,1,< 1 Year,No,9937,1064,2873
421938,Female,62,1,57,0,1-2 Year,Yes,22773.5,56,425
232773,Male,22,1,9,1,< 1 Year,No,15413.5,1064,1207
436131,Female,14,1,50,0,< 1 Year,Yes,1315,182,4454
